7730,7424,7118,6812,6506,6200,5894,5588,5282,4976,4670,4364,4058,3752,3446,3140,2834,2528,2222,1916,1610,1485,1360,1235,1110,985,916,847,778,709,640,615.667,591.333,567,542.667,518.333,494,469.667,445.333,421,396.667,372.333,348,323.667,299.333,275,266.667,258.333,250,241.667,233.333,225,216.667,208.333,200,191.667,183.333,175,166.667,158.333,150,146.667,143.333,140,136.667,133.333,130,126.667,123.333,120,116.667,113.333,110,106.667,103.333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
7612,7311.2,7010.4,6709.6,6408.8,6108,5807.2,5506.4,5205.6,4904.8,4604,4303.2,4002.4,3701.6,3400.8,3100,2799.2,2498.4,2197.6,1896.8,1596,1472.2,1348.4,1224.6,1100.8,977,909,841,773,705,637,612.813,588.627,564.44,540.253,516.067,491.88,467.693,443.507,419.32,395.133,370.947,346.76,322.573,298.387,274.2,265.92,257.64,249.36,241.08,232.8,224.52,216.24,207.96,199.68,191.4,183.12,174.84,166.56,158.28,150,146.667,143.333,140,136.667,133.333,130,126.667,123.333,120,116.667,113.333,110,106.667,103.333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
7494,7198.4,6902.8,6607.2,6311.6,6016,5720.4,5424.8,5129.2,4833.6,4538,4242.4,3946.8,3651.2,3355.6,3060,2764.4,2468.8,2173.2,1877.6,1582,1459.4,1336.8,1214.2,1091.6,969,902,835,768,701,634,609.96,585.92,561.88,537.84,513.8,489.76,465.72,441.68,417.64,393.6,369.56,345.52,321.48,297.44,273.4,265.173,256.947,248.72,240.493,232.267,224.04,215.813,207.587,199.36,191.133,182.907,174.68,166.453,158.227,150,146.667,143.333,140,136.667,133.333,130,126.667,123.333,120,116.667,113.333,110,106.667,103.333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
7376,7085.6,6795.2,6504.8,6214.4,5924,5633.6,5343.2,5052.8,4762.4,4472,4181.6,3891.2,3600.8,3310.4,3020,2729.6,2439.2,2148.8,1858.4,1568,1446.6,1325.2,1203.8,1082.4,961,895,829,763,697,631,607.107,583.213,559.32,535.427,511.533,487.64,463.747,439.853,415.96,392.067,368.173,344.28,320.387,296.493,272.6,264.427,256.253,248.08,239.907,231.733,223.56,215.387,207.213,199.04,190.867,182.693,174.52,166.347,158.173,150,146.667,143.333,140,136.667,133.333,130,126.667,123.333,120,116.667,113.333,110,106.667,103.333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
7258,6972.8,6687.6,6402.4,6117.2,5832,5546.8,5261.6,4976.4,4691.2,4406,4120.8,3835.6,3550.4,3265.2,2980,2694.8,2409.6,2124.4,1839.2,1554,1433.8,1313.6,1193.4,1073.2,953,888,823,758,693,628,604.253,580.507,556.76,533.013,509.267,485.52,461.773,438.027,414.28,390.533,366.787,343.04,319.293,295.547,271.8,263.68,255.56,247.44,239.32,231.2,223.08,214.96,206.84,198.72,190.6,182.48,174.36,166.24,158.12,150,146.667,143.333,140,136.667,133.333,130,126.667,123.333,120,116.667,113.333,110,106.667,103.333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
7140,6860,6580,6300,6020,5740,5460,5180,4900,4620,4340,4060,3780,3500,3220,2940,2660,2380,2100,1820,1540,1421,1302,1183,1064,945,881,817,753,689,625,601.4,577.8,554.2,530.6,507,483.4,459.8,436.2,412.6,389,365.4,341.8,318.2,294.6,271,262.933,254.867,246.8,238.733,230.667,222.6,214.533,206.467,198.4,190.333,182.267,174.2,166.133,158.067,150,146.667,143.333,140,136.667,133.333,130,126.667,123.333,120,116.667,113.333,110,106.667,103.333,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
7568,7253.2,6938.4,6623.6,6308.8,5994,5679.2,5364.4,5049.6,4734.8,4420,4105.2,3790.4,3475.6,3160.8,2846,2578,2310,2042,1774,1506,1390.6,1275.2,1159.8,1044.4,929,866.8,804.6,742.4,680.2,618,594.773,571.547,548.32,525.093,501.867,478.64,455.413,432.187,408.96,385.733,362.507,339.28,316.053,292.827,269.6,261.6,253.6,245.6,237.6,229.6,221.6,213.6,205.6,197.6,189.6,181.6,173.6,165.6,157.6,149.6,146.293,142.987,139.68,136.373,133.067,129.76,126.453,123.147,119.84,116.533,113.227,109.92,106.613,103.307,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
7996,7646.4,7296.8,6947.2,6597.6,6248,5898.4,5548.8,5199.2,4849.6,4500,4150.4,3800.8,3451.2,3101.6,2752,2496,2240,1984,1728,1472,1360.2,1248.4,1136.6,1024.8,913,852.6,792.2,731.8,671.4,611,588.147,565.293,542.44,519.587,496.733,473.88,451.027,428.173,405.32,382.467,359.613,336.76,313.907,291.053,268.2,260.267,252.333,244.4,236.467,228.533,220.6,212.667,204.733,196.8,188.867,180.933,173,165.067,157.133,149.2,145.92,142.64,139.36,136.08,132.8,129.52,126.24,122.96,119.68,116.4,113.12,109.84,106.56,103.28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
8424,8039.6,7655.2,7270.8,6886.4,6502,6117.6,5733.2,5348.8,4964.4,4580,4195.6,3811.2,3426.8,3042.4,2658,2414,2170,1926,1682,1438,1329.8,1221.6,1113.4,1005.2,897,838.4,779.8,721.2,662.6,604,581.52,559.04,536.56,514.08,491.6,469.12,446.64,424.16,401.68,379.2,356.72,334.24,311.76,289.28,266.8,258.933,251.067,243.2,235.333,227.467,219.6,211.733,203.867,196,188.133,180.267,172.4,164.533,156.667,148.8,145.547,142.293,139.04,135.787,132.533,129.28,126.027,122.773,119.52,116.267,113.013,109.76,106.507,103.253,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
8852,8432.8,8013.6,7594.4,7175.2,6756,6336.8,5917.6,5498.4,5079.2,4660,4240.8,3821.6,3402.4,2983.2,2564,2332,2100,1868,1636,1404,1299.4,1194.8,1090.2,985.6,881,824.2,767.4,710.6,653.8,597,574.893,552.787,530.68,508.573,486.467,464.36,442.253,420.147,398.04,375.933,353.827,331.72,309.613,287.507,265.4,257.6,249.8,242,234.2,226.4,218.6,210.8,203,195.2,187.4,179.6,171.8,164,156.2,148.4,145.173,141.947,138.72,135.493,132.267,129.04,125.813,122.587,119.36,116.133,112.907,109.68,106.453,103.227,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
9280,8826,8372,7918,7464,7010,6556,6102,5648,5194,4740,4286,3832,3378,2924,2470,2250,2030,1810,1590,1370,1269,1168,1067,966,865,810,755,700,645,590,568.267,546.533,524.8,503.067,481.333,459.6,437.867,416.133,394.4,372.667,350.933,329.2,307.467,285.733,264,256.267,248.533,240.8,233.067,225.333,217.6,209.867,202.133,194.4,186.667,178.933,171.2,163.467,155.733,148,144.8,141.6,138.4,135.2,132,128.8,125.6,122.4,119.2,116,112.8,109.6,106.4,103.2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
9724,9172,8620,8068,7516,6964,6467.2,5970.4,5473.6,4976.8,4480,4053.6,3627.2,3200.8,2774.4,2348,2142,1936,1730,1524,1318,1223,1128,1033,938,843,789.8,736.6,683.4,630.2,577,555.96,534.92,513.88,492.84,471.8,450.76,429.72,408.68,387.64,366.6,345.56,324.52,303.48,282.44,261.4,253.813,246.227,238.64,231.053,223.467,215.88,208.293,200.707,193.12,185.533,177.947,170.36,162.773,155.187,147.6,144.427,141.253,138.08,134.907,131.733,128.56,125.387,122.213,119.04,115.867,112.693,109.52,106.347,103.173,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
